index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
3015,tX60CIy3DrNah_oHHyknBw,Piasa Bird,Mc Adams Pkwy,Alton,IL,62002,38.898111,-90.199086,4.0,9,1,"Public Services & Government, Local Flavor, Landmarks & Historical Buildings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,N44roXfLNkBdpINQDjEFOQ,Carisilo's Mexican Restaurant,1978 Vandalia St,Collinsville,IL,62234,38.695337,-89.9666906,4.0,65,1,"Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,,False,1,True,False,'full_bar',True,False,True,u'average','casual',True,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3141,eHiv2WwMLz7eSbZPzMFBVQ,MassageLuXe,"6540 N Illinois, Ste 103",Fairview Heights,IL,62208,38.594567,-89.983367,4.0,14,1,"Day Spas, Skin Care, Massage, Beauty & Spas","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-20:0'}",,True,True,,2,,,,,,,,,True,,,,,,False,,,,,,,,False,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
3207,bDZVoHdYqOqE4zw3_-xcqg,Edwardsville Endodontics,"1120 S State 157, Ste 102",Edwardsville,IL,62025,38.785963,-89.978298,3.5,5,1,"Endodontists, Health & Medical, Dentists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,I14nfTvhZzEQ8jkgA0nXMg,Midwest Appliance & Repair,8 Wade Sq,Belleville,IL,62221,38.529535,-89.970553,1.5,13,1,"Local Services, Appliances & Repair, Home & Garden, Appliances, Shopping","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-14:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,Taz6NSxODzkOe3Mknsh8XQ,The Big Muddy Pub,554 E Broadway,Alton,IL,62002,38.8898081,-90.1775763,4.0,5,1,"Pubs, Nightlife, Bars","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-2:0'}",,True,,True,1,False,,u'full_bar',True,,True,u'average',,True,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
3715,Kz_tGBA11N3LH7Wnm7jMzQ,Service Protection Direct,"2021 Goose Lake Rd, Ste b",Sauget,IL,62206,38.5640019,-90.1346178,1.5,14,1,"Automotive, Auto Repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,_fAhTRXw4bDaxqmzseSWJg,Donatello's,1 Schiber Court,Maryville,IL,62062,38.7336379,-89.9506632,2.5,11,0,"Italian, Restaurants",,True,True,,False,2,False,False,,True,,True,'average','casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3776,8eaqI61j12B5iVp0yc_stQ,"Dizzy Dugout Cards, Comics & Games",121 E Main St,Collinsville,IL,62234,38.670481,-89.9853934,2.5,7,1,"Shopping, Tabletop Games, Books, Mags, Music & Video, Hobby Shops, Comic Books","{'Monday': '12:0-20:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-18:0'}",,True,,,3,,,,,,,,,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,I-mMfEbrUCzrzOtS2tsCNg,Magic Nails & Spa,1564 W U S 50,O Fallon,IL,62269,38.5944032087,-89.955351711,3.0,44,1,"Hair Removal, Nail Salons, Eyebrow Services, Waxing, Beauty & Spas","{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:0-18:30'}",,True,,,2,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
3852,U3ymuxVlD8yPVbJZbYqzhQ,Mokka Kaffeehaus,180 Columbia Ctr,Columbia,IL,62236,38.4458936,-90.2195384,3.0,6,0,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch","{'Monday': '6:0-16:0', 'Tuesday': '6:0-16:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-16:0', 'Friday': '6:0-16:0', 'Saturday': '6:0-16:0'}",True,True,,False,2,True,False,u'none',False,True,True,u'quiet',u'casual',,u'free',True,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
3923,f_6cI4MdPem_48WgD1Ofcw,Clara B's Kitchen Table,,Swansea,IL,62220,38.4749780415,-89.9908761308,5.0,5,1,"Restaurants, Southern, Food Trucks, Food, Breakfast & Brunch, Desserts",,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,xR3inMR2KceU3b9dhkz_tw,Lascelles Granite City,1324 Niedringhaus Ave,Granite City,IL,62040,38.7013281,-90.1494623,4.0,48,0,"American (Traditional), Restaurants, Tapas Bars, American (New)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}",False,True,True,True,2,False,False,u'full_bar',False,True,True,u'average','casual',False,u'free',True,False,,True,,,,,False,,,,,,,,,,,,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
3957,6nhKTMtbqY4NPr-QFxQNoA,Golden Corral Buffet & Grill,3360 Green Mt Crossing Rd,Shiloh,IL,62269,38.574025,-89.9238064,2.5,38,1,"Buffets, American (Traditional), Restaurants","{'Monday': '11:0-16:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '7:30-16:0', 'Sunday': '7:30-16:0'}",True,True,,False,2,False,True,'none',True,True,True,u'average',u'casual',False,,True,,,,,,,,,,,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,,,False,True
4008,G047PcbKKb0YHwtpfZE8yg,Franks Restaurant,201 E Center Dr,Alton,IL,62002,38.9225356072,-90.1721286994,3.5,32,0,"Breakfast & Brunch, Cafes, American (New), Salad, Restaurants, Sandwiches","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}",True,True,True,False,1,True,False,u'beer_and_wine',False,False,True,'quiet','casual',False,u'free',True,False,,True,,,,,False,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,,False,False,False,False,False,,True
4032,Ho0uAnaLL57On7enESYfeA,Imo's Pizza,10791 Lincoln Trl,Fairview Heights,IL,62208,38.5932761,-89.9910013,2.5,22,1,"Health & Medical, Pizza, Restaurants, Chiropractors",,True,True,,False,2,False,True,,True,False,True,,u'casual',True,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4136,46fEorqn2nVbxdclHdHdKg,Gentelin's On Broadway,122 E Broadway,Alton,IL,62002,38.8902684,-90.183487,4.0,69,1,"Restaurants, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}",False,True,,True,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,'free',True,,True,True,,,,,,,,,,,,,,,,,False,True,False,True,False,,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4157,O0RUvUvseXAFN7ivhFej7g,Aldi,1704 Garden St,Swansea,IL,62226,38.5326042175,-89.9843597412,3.5,6,0,"Food, Grocery",,,True,,,1,,,,,False,,,,True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
4251,IvkxclBwkS90gIbPwCsjKQ,Illinois Division of Motor Vehicles,8750 Church Ln,East Saint Louis,IL,62203,38.5973742,-90.0550505,3.0,5,0,"Public Services & Government, Departments of Motor Vehicles","{'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '7:30-12:0', 'Sunday': '7:30-12:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,GW0LA9nuTkfsaXhxa8txTQ,Schnucks Seven Hills,907 E Hwy 50,O'Fallon,IL,62269,38.583239,-89.896409,3.5,12,1,"Drugstores, Food, Florists, Bakeries, Flowers & Gifts, Shopping, Grocery","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-17:30'}",,True,,,2,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
4366,HJpgBSD8YNGLFn-ousUoYQ,Mueller Furniture,1004 E Main St,Belleville,IL,62220,38.5131147,-89.9700083,3.5,22,1,"Home Services, Baby Gear & Furniture, Furniture Stores, Home & Garden, Shopping, Local Flavor, Interior Design","{'Monday': '9:0-18:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '12:30-17:0'}",,True,,,3,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
4408,pTVc3txErLwF9UZrgJdR3A,Screamin Demon Tattoo,10509 Lincoln Trl,Fairview Heights,IL,62208,38.593189,-89.9981329,4.0,8,1,"Beauty & Spas, Tattoo, Piercing","{'Monday': '12:30-18:30', 'Tuesday': '12:30-18:30', 'Wednesday': '12:30-18:30', 'Thursday': '12:30-18:30', 'Friday': '12:30-18:30', 'Saturday': '12:30-18:30'}",,False,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
4419,M4vYPpkKcPxfZvebDv0ugg,Taco Bell,908 Edwardsville Road,Troy,IL,62294,38.732182,-89.899187,2.0,10,1,"Restaurants, Tex-Mex, Fast Food, Mexican, Tacos, Breakfast & Brunch","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-0:0'}",True,True,,False,1,False,True,u'none',True,False,True,u'average',u'casual',False,'free',True,,,,,,,,,,,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4453,PjBvEA5nhi7mxPQmdziKjA,Conner Photography,101 E Main St,Collinsville,IL,62234,38.6700303,-89.9861384,5.0,9,1,"Event Planning & Services, Photographers","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,WHFYn-b52ApOFymcKuGoFw,Steak-Out,2013 N 17th St,Swansea,IL,62226,38.5410303,-90.0022302,4.0,20,1,"Event Planning & Services, Food Delivery Services, Caterers, Restaurants, Food","{'Monday': '11:0-19:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-20:0', 'Sunday': '12:0-20:0'}",,True,,,2,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
4575,A0zZI5AnaeK4-vKoc9ABmg,Aroy Thai,1140 Central Park Dr,O Fallon,IL,62269,38.5738228,-89.9310173,3.5,157,1,"Thai, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",True,True,True,False,2,True,False,u'full_bar',False,False,True,u'average',u'casual',True,u'no',True,,,True,,,,,,,,,,True,False,,,,,,False,False,False,,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,True
4594,rZ4WHc8fcopYKCGi7ahwzA,Flying J Travel Center,140 Racehorse Dr,East Saint Louis,IL,62205,38.575834,-90.098261,3.0,5,1,"Automotive, Gas Stations, Food, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,2,,True,,,False,,,,False,,True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
4680,j-MaqsJB_3wuO8RwZqXRxA,Brow Spa,"10 Lincoln Hwy, Ste 102A",Fairview Heights,IL,62208,38.5922432,-89.9836048,3.0,12,1,"Hair Removal, Medical Spas, Skin Care, Waxing, Health & Medical, Beauty & Spas, Eyelash Service","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '10:0-18:0'}",,True,,,1,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
4715,VPZk3uYLXAc1pn3XDjWQVw,Arby's,5790 Belleville Crossing St,Belleville,IL,62226,38.523756,-90.031249,2.5,7,1,"Restaurants, Sandwiches, Fast Food",,,,,False,1,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,4a15acANJFUsS3KxAzOT0g,Country Rock Cabaret,200 Monsanto Ave,Sauget,IL,62201,38.602015,-90.177057,3.5,22,1,"Adult Entertainment, Sports Bars, Nightlife, Bars, Dance Clubs","{'Monday': '19:0-4:0', 'Tuesday': '19:0-4:0', 'Wednesday': '19:0-4:0', 'Thursday': '19:0-4:0', 'Friday': '19:0-6:0', 'Saturday': '19:0-6:0', 'Sunday': '19:0-4:0'}",,True,,,2,False,,u'full_bar',True,,True,'average',,False,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,False,False,False,False,False,False,False,True,False
5004,QCSLVCAx7nl_0B2PNVSnyg,A Little Taste of Heaven Bakery,2709 N Center St,Maryville ,IL,62062,38.7312912,-89.9583502,4.5,37,1,"Food, Cupcakes, Bakeries, Patisserie/Cake Shop, Desserts, Donuts","{'Monday': '0:0-0:0', 'Tuesday': '6:0-12:0', 'Wednesday': '6:0-12:0', 'Thursday': '6:0-12:0', 'Friday': '6:0-12:0', 'Saturday': '6:0-12:0', 'Sunday': '6:0-12:0'}",,True,,,1,,False,,,True,,,,True,,True,False,,,False,,,,False,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
5054,2QrTmKpuNBkOptbwK8NMKA,Goldy's Chick - n - Mex,1800 Vaughn Rd,Wood River,IL,62095,38.8665091,-90.0677281,3.0,10,0,"Restaurants, Fast Food, Mexican, Chicken Shop","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,,,1,False,,u'beer_and_wine',True,,True,u'average','casual',False,,True,,,,,,,,,,,True,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,
5105,gYyNkH66kfFt1fMozOT-Ww,Fancy Nails,"100 Homer M Adams Pkwy, Ste C",Alton,IL,62002,38.9225570289,-90.1784471,4.5,8,1,"Nail Salons, Beauty & Spas",,,True,,,1,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
5294,GN9bLrY5Mk1yzTpzdJCggg,Mark Muffler Shop,139 Saint Andrews Ave,Edwardsville,IL,62025,38.8143018,-89.947721,4.5,18,1,"Auto Parts & Supplies, Auto Repair, Oil Change Stations, Automotive, Tires","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '8:0-14:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5341,WCVFqK84i2H5EClSoow7ZA,Itty-Bitty,512 E Chain Of Rocks Rd,Granite City,IL,62040,38.761132,-90.084759,4.5,33,0,"Sandwiches, Burgers, American (Traditional), Restaurants","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-15:0'}",True,True,True,True,1,False,True,u'none',False,True,False,u'average',u'casual',False,u'free',True,,,True,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5374,0bzkJPZaxJI0aWh20ayBJQ,Subway,101 W Washington,Millstadt,IL,62260,38.4616615265,-90.0929554558,1.5,6,1,"Restaurants, Sandwiches, Fast Food","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",,True,,False,1,,False,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5469,at5w9OCM1ex1Y4mWCQB2Bw,Jimmy John's,3142 Nameoki Rd,Granite City,IL,62040,38.7196001,-90.1223392,2.5,9,1,"Food, Food Delivery Services, Fast Food, Delis, Sandwiches, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",True,True,True,False,1,True,True,u'none',True,True,True,'loud','casual',False,'no',True,,False,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5493,SjA4XGt_vsea8KiESkWI_w,Wicked Smoke Bar B Que,951 N Illinois Rt 3,Waterloo,IL,62298,38.3594312773,-90.1544447,4.5,17,0,"American (Traditional), Sandwiches, Restaurants, Barbeque","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",True,True,True,True,2,False,False,u'beer_and_wine',True,True,True,u'average','casual',True,'free',True,False,False,False,,,,,False,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5504,BDYL4lMlT6fpKgiNlJRclA,Red Lobster,110 Ludwig Dr,Fairview Heights,IL,62208,38.600549,-89.992023,3.0,79,1,"Seafood, American (Traditional), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",True,True,True,True,2,False,True,u'full_bar',True,True,True,u'average',u'casual',False,u'free',True,,,True,,,,,,,,False,,,,,,,,,True,True,True,True,True,,False,,True,,False,False,False,,False,,False,,,True
5631,jxhVYui6UhdUxEp7zDgFFw,Club Fitness,1953 W US Hwy 50,Fairview Heights,IL,62208,38.592078,-89.962893,2.5,8,0,"Cardio Classes, Gyms, Trainers, Fitness & Instruction, Active Life","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,,,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
5710,mx1_2BxcIbZ1RKsGG_UPHg,Good Times Saloon,200 N Main St,Dupo,IL,62239,38.520564,-90.2099959,3.0,11,1,"Nightlife, Sports Bars, Beer Bar, Bars, Restaurants, American (Traditional)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",False,True,,False,1,True,True,u'full_bar',True,,True,,,False,u'free',True,,,,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,True
5714,tBnPLFSvHuyNgurZGN8dYg,QDOBA Mexican Eats,1100 Collinsville Crossing Blvd,Collinsville,IL,62234,38.677024,-90.0153666,3.0,19,1,"Fast Food, Caterers, Restaurants, Event Planning & Services, Mexican","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",True,True,,False,1,True,True,'none',True,True,True,u'average',u'casual',True,,True,,,,,,,,,,,False,,,,,,,,,False,False,,,False,,,,,,,False,False,False,False,False,False,False,False,False
5789,7xKGm9OxjRJA8b9n55gZ8A,Red Apple,230 N Main St,Columbia,IL,62236,38.444484,-90.201492,2.0,5,0,"Restaurants, Breakfast & Brunch",,True,True,,False,2,False,False,u'none',False,,True,u'quiet',u'casual',,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
5838,JwjZgj8CdjU1YtWKlGFe1g,Reputation Salon - An Aveda Concept Salon,214 Hillsboro Ave,Edwardsville,IL,62025,38.8137393,-89.955964,4.0,5,1,"Makeup Artists, Beauty & Spas, Eyebrow Services, Hair Salons","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-16:0'}",True,True,True,,3,,,,,,,,,True,u'free',,False,,,True,,,,,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,,,,,,
5861,CybXMwlaK0mrjpg7D0mdJA,Wood Bakery,115 W 1st St,O Fallon,IL,62269,38.5913571,-89.9114148,4.0,40,1,"Donuts, Restaurants, Food, Bakeries",,,True,,,1,,False,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,False,True,False,True,False,,,,,,,,,,,,,,,
5979,SPfdgCODDJE1zTj5fACOGw,Bully's Smokehouse,1280 Columbia Ctr,Columbia,IL,62236,38.4454101,-90.2205044,3.5,58,0,"Food, Restaurants, American (Traditional), Caterers, Event Planning & Services, Smokehouse, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,,False,2,True,False,u'full_bar',True,True,True,u'average',u'casual',True,u'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,True
6011,bxjOSldtLatq7jX4j0lKuQ,Taco Bell,1403 W US Highway 50,O Fallon,IL,62269,38.5921557583,-89.9510618445,2.0,18,1,"Mexican, Tacos, Tex-Mex, Fast Food, Breakfast & Brunch, Restaurants","{'Monday': '7:0-3:0', 'Tuesday': '7:0-3:0', 'Wednesday': '7:0-3:0', 'Thursday': '7:0-3:0', 'Friday': '7:0-4:0', 'Saturday': '7:0-4:0', 'Sunday': '7:0-3:0'}",True,True,,False,1,False,True,u'none',True,False,True,u'average',u'casual',,u'free',True,,,,,,,,,,,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6122,JCWwQuH9pEHg-yTj4-D_ow,Value City Furniture,10705 Lincoln Trl,Fairview Heights,IL,62208,38.5941116524,-89.9933588505,2.0,13,1,"Home Decor, Home & Garden, Mattresses, Furniture Stores, Shopping","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-17:0', 'Sunday': '0:0-18:0'}",,True,,,3,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
6127,oRLZk89gLAKnh-q8236lHA,Alton Memorial Hospital,1 Memorial Dr,Alton,IL,62002,38.8996057,-90.159224,2.5,7,1,"Health & Medical, Medical Centers, Hospitals, Oncologist, Physical Therapy, Doctors","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,,,,,,,,,,,u'free',,,,,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177,qz6Zb1BKCgv0RlLC6Wra4Q,JJ Spa & Nail,713 W Hwy 50,O'Fallon,IL,62269,38.588141,-89.924665,4.0,21,1,"Beauty & Spas, Nail Salons",,,True,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
6192,mdFvuwbzWClpg3wfJj-pAA,David Anthony's,861 Seibert Rd,Scott AFB,IL,62225,38.547972,-89.869103,4.0,6,1,"Barbers, Beauty & Spas","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",,True,,,1,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
